X,Z,reason,context,removed,added,tier,size,sleepers
-2471,2136,junk,downtown,remnant_downtown_filler_04,xcpv_Fun_House_TheGamerMama,2,25x25,1
-2465,1272,junk,wilderness,wilderness_filler_20,xcpv_Site_4_AndyRed,0,25x25,0
-2449,1326,junk,wilderness,wilderness_filler_18,xcpv_Military_Dumpsite_02_Weazelsun,0,25x25,1
-2446,-1507,redundant,downtown,downtown_filler_12,xcpv_Haulier_md_Limodor,1,25x25,1
-2446,-1463,junk,downtown,rubble_downtown_filler_18,xcpv_Park_Azaroth_Svarii,0,25x25,1
-2446,-1438,redundant,downtown,downtown_filler_25,xcpv_Lot_Vacant_09_EvilRacc0on,1,25x25,1
-2445,2213,junk,downtown,lot_downtown_filler_01,xcpv_Food_Truck_Laz_Man,0,25x25,1
-2445,2263,redundant,downtown,post_office_01,xcpv_Solar_Farm_02_ZZTong,0,25x25,1
-2445,2437,redundant,downtown,downtown_strip_11,xcpv_Stripper_Bar_Mute,2,42x42,1
-2445,2654,junk,downtown,rubble_downtown_filler_24,xcpv_Military_Installation_Dest_Zyncosa,0,25x25,1
-2443,2356,junk,downtown,remnant_downtown_filler_17,xcpv_Imhoteps_Kebap_Shema,1,25x25,1
-2443,2381,junk,downtown,remnant_downtown_filler_18,xcpv_Info_Center_LuckyStar,1,25x25,1
-2443,2406,junk,downtown,remnant_downtown_filler_16,xcpv_Hot_Spot_Shema,2,25x25,1
-2439,618,junk,wilderness,wilderness_filler_07,xcpv_Cave_01_Fluffy_Panda,0,25x25,1
-2437,-1872,junk,downtown,rubble_downtown_filler_18,xcpv_Appliance_Store_Deverezieaux,3,25x25,1
-2436,2699,redundant,downtown,downtown_filler_14,xcpv_Video_Rental_Voltralux,1,25x25,1
-2436,2724,junk,downtown,remnant_downtown_filler_27,xcpv_Mixed_Use_Vittles,3,25x25,1
-2425,2908,junk,residential,remnant_house_12,xcpv_Home_Riahsaurus_Rex,2,42x42,1
-2424,3025,junk,wilderness,wilderness_filler_06,xcpv_Cabin_01_Stallionsden,1,25x25,1
-2421,-1521,junk,downtown,remnant_downtown_strip_16,xcpv_Sheriff_01_ZZTong,3,42x42,1
-2421,2988,junk,wilderness,wilderness_filler_07,xcpv_Burrows_Nauti_Angel,1,25x25,1
-2420,-1928,junk,downtown,remnant_downtown_strip_17,xcpv_Ria_Cafe_L_Redzero83,5,42x42,1
-2412,-1872,redundant,downtown,downtown_filler_12,xcpv_Kissing_Booth_Stallionsden,1,25x25,1
-2411,2691,redundant,downtown,downtown_filler_25,xcpv_Warehouse_05_ZZTong,1,25x25,1
-2411,2716,junk,downtown,remnant_downtown_filler_05,xcpv_NoPee_Gass_TehKarmah,1,25x25,1
-2404,-1546,junk,downtown,remnant_downtown_filler_11,xcpv_Police_Station_01_Weazelsun,1,25x25,1
-2403,2329,junk,downtown,remnant_downtown_filler_02,xcpv_Fuel_Station_NLBlackEagle,0,25x25,1
-2403,2356,redundant,downtown,downtown_filler_15,xcpv_Uptown_Filler_06_LuzipherMST,4,25x25,1
-2403,2478,junk,downtown,remnant_downtown_filler_14,xcpv_Haulier_md_Limodor,1,25x25,1
-2393,3024,junk,wilderness,wilderness_filler_15,xcpv_Military_Supply_Stash_Viper7,0,25x25,1
-2387,-1872,junk,downtown,rubble_downtown_filler_15,xcpv_DMV_Satellite_Vittles,1,25x25,1
-2386,2654,junk,downtown,remnant_downtown_filler_21,xcpv_Ntt_Hub_01_ZZTong,1,25x25,1
-2378,2436,redundant,downtown,downtown_strip_12,xcpv_Strip_Mall_Guppycur,1,42x42,1
-2373,-1993,junk,downtown,rubble_downtown_filler_05,xcpv_Design_Firm_EvilRacc0on,2,25x25,1
-2369,1591,junk,wilderness,remnant_oldwest_06,xcpv_Field_Animals_01_ZZTong,0,25x25,1
-2369,1792,junk,wilderness,remnant_oldwest_01,xcpv_Ancient_Apache_Ground_Nauti_Angel,0,25x25,1
-2366,1560,junk,wilderness,remnant_oldwest_05,xcpv_Field_Aloe_01_ZZTong,0,25x25,1
-2364,2205,redundant,downtown,downtown_filler_30,xcpv_Uptown_Filler_01_LuzipherMST,2,25x25,1
-2364,2327,redundant,downtown,downtown_filler_27,xcpv_Uptown_Filler_02_LuzipherMST,3,25x25,1
-2364,2354,redundant,downtown,downtown_filler_23,xcpv_Uptown_Filler_03_LuzipherMST,3,25x25,1
-2363,-1546,junk,downtown,rubble_downtown_filler_04,xcpv_Pump_Substation_01_ZZTong,0,25x25,1
-2363,2692,junk,downtown,remnant_downtown_filler_20,xcpv_Mirror_Shop_Zeebark,1,25x25,1
-2361,2737,junk,downtown,remnant_downtown_filler_22,xcpv_Nerdy_Glasses_Billboard_FNS,0,25x25,1
-2360,2779,junk,downtown,remnant_downtown_filler_23,xcpv_News_Kiosk_Arramus,0,25x25,1
-2357,2908,junk,residential,remnant_house_06,xcpv_Home_Snark,2,42x42,1
-2346,1602,junk,wilderness,remnant_oldwest_07,xcpv_Field_Blueberry_01_ZZTong,0,25x25,1
-2339,-1423,redundant,downtown,downtown_filler_park_02,xcpv_Gamers_Cafe_Mute,2,25x25,1
-2339,2654,junk,downtown,rubble_downtown_filler_25,xcpv_Military_Installation_Zyncosa,0,25x25,1
-2324,2277,redundant,downtown,downtown_filler_31,xcpv_Uptown_Filler_04_LuzipherMST,3,25x25,1
-2324,2302,junk,downtown,remnant_downtown_filler_01,xcpv_Frat_House_EvilRacc0on,1,25x25,1
-2323,-1993,junk,downtown,rubble_downtown_filler_13,xcpv_Donut_Shop_Bigstep70,1,25x25,1
-2322,-1463,junk,downtown,rubble_downtown_filler_15,xcpv_Pop_in_Pills_Zeebark,1,25x25,1
-2322,2445,junk,downtown,remnant_downtown_filler_15,xcpv_Hostel_BYM1X,1,25x25,1
-2321,-1504,redundant,downtown,downtown_filler_31,xcpv_Kindergarden_Oscerc,1,25x25,1
-2321,1602,junk,wilderness,remnant_oldwest_04,xcpv_Farm_House_15_Oscerc,1,25x25,1
-2321,2737,junk,downtown,remnant_downtown_filler_29,xcpv_Mouse_House_BattlePapi,1,25x25,1
-2296,-2060,junk,downtown,remnant_downtown_filler_06,xcpv_Citizens_Advice_Office_Arramus,1,25x25,1
-2296,-1954,junk,downtown,remnant_downtown_filler_15,xcpv_Book_Store_ActiniumTiger,0,25x25,1
-2296,-1913,redundant,downtown,downtown_filler_03,xcpv_LittleAsia_filler_01_TFP,0,25x25,1
-2296,-1804,junk,downtown,rubble_downtown_filler_03,xcpv_Retro_Cafe_Zeebark,1,25x25,1
-2296,-1613,junk,downtown,rubble_downtown_filler_01,xcpv_Uptown_Filler_02_LuzipherMST,3,25x25,1
-2296,-1504,junk,downtown,rubble_downtown_filler_19,xcpv_Pizza_Time_FNS,0,25x25,1
-2295,-2128,junk,downtown,remnant_downtown_strip_18,xcpv_Saturn_Office_Doc_Saturn,3,42x42,1
-2295,-2027,junk,downtown,remnant_downtown_filler_30,xcpv_Castle_Chips_Arramus,2,25x25,1
-2295,-1654,redundant,downtown,downtown_filler_02,xcpv_LittleAsia_Modern_Cottage_StompyNZ,0,25x25,1
-2290,-1845,junk,downtown,remnant_downtown_filler_01,xcpv_Chippys_Chippy_Zeebark,1,25x25,1
-2290,-1545,redundant,downtown,downtown_filler_13,xcpv_JoJos_JSDoctor,2,25x25,1
-2278,-1721,junk,downtown,remnant_downtown_filler_29,xcpv_Prepper_Petes_Lunitar,2,25x25,1
-2278,-1694,junk,downtown,rubble_downtown_filler_24,xcpv_Uptown_Filler_01_LuzipherMST,2,25x25,1
-2278,-1421,junk,downtown,remnant_downtown_filler_30,xcpv_Video_Rental_Voltralux,1,25x25,1
-2271,-1913,junk,downtown,remnant_downtown_strip_19,xcpv_Saul_Goodman_InfectedGaming,2,42x42,1
-2267,-191,junk,wilderness,wilderness_filler_04,xcpv_Field_Hop_01_ZZTong,0,25x25,1
-2257,-1871,junk,downtown,rubble_downtown_filler_21,xcpv_Carpu_Pond_TehKarmah,0,25x25,0
-2257,-1846,junk,downtown,rubble_downtown_filler_22,xcpv_Blue_Fone_Cafe_Battlepapi,1,25x25,1
-2256,-1804,junk,downtown,remnant_downtown_filler_23,xcpv_7dtd_Tribute_OctoberFire,0,25x25,1
-2256,-1504,junk,downtown,rubble_downtown_filler_02,xcpv_Police_Station_Stallionsden,4,25x25,1
-2254,-2061,junk,downtown,rubble_downtown_filler_17,xcpv_Cyber_Cafe_Vittles,1,25x25,1
-2254,-2021,junk,downtown,rubble_downtown_filler_19,xcpv_Bike_BB_Zeebark,1,25x25,1
-2254,-1996,junk,downtown,rubble_downtown_filler_16,xcpv_Bakery_Shema,1,25x25,1
-2254,-1759,junk,downtown,remnant_downtown_filler_12,xcpv_Camera_Shop_Zeebark,1,25x25,1
-2254,-1459,redundant,downtown,downtown_filler_14,xcpv_Junkyard_WillyBilly,0,25x25,1
-2251,-1690,junk,downtown,remnant_school_01,xcpv_LittleAsia_Burger-Set_Shiso_Gohan,2,60x60,1
-2245,2027,junk,wilderness,remnant_oldwest_09,xcpv_Field_Coffee_01_ZZTong,0,25x25,1
-2242,2512,junk,residential,remnant_house_06,xcpv_Greenhouse_Haven_AndyRed,2,42x42,1
-2241,-2136,redundant,downtown,downtown_filler_13,xcpv_L4D_Pavilion_CraterCreator,0,25x25,1
-2231,-1721,junk,downtown,remnant_downtown_filler_21,xcpv_Polizei_Mute,2,25x25,1
-2231,-1421,junk,downtown,remnant_downtown_filler_05,xcpv_Filler_Park_10_Deverezieaux,0,25x25,0
-2231,-326,junk,wilderness,remnant_burnt_09,xcpv_Apollon_Bunker_AndyRed,2,42x42,1
-2229,2064,junk,wilderness,remnant_oldwest_05,xcpv_Field_Corn_01_ZZTong,0,25x25,1
-2216,-2136,junk,downtown,remnant_downtown_filler_26,xcpv_Church_Zeebark,1,25x25,1
-2213,-1995,redundant,downtown,downtown_filler_07,xcpv_GunShop_Kendo_VoltraLux,2,25x25,1
-2213,-1571,junk,downtown,remnant_downtown_filler_15,xcpv_Tattooist_01_Mute,2,25x25,1
-2212,-1951,junk,downtown,remnant_library_02,xcpv_Light_House_Sarongas1999_Crazy1,3,60x60,1
-2209,-2063,redundant,downtown,downtown_filler_22,xcpv_Kits_Gelato_Shema,2,25x25,1
-2208,2554,junk,residential,remnant_house_09,xcpv_Haunted_Halloween_House_Zeebark,5,42x42,1
-2206,-1845,junk,downtown,remnant_waste_19,xcpv_Shanty_Town_EvilRacc0on,2,42x42,1
-2206,-1783,junk,downtown,remnant_downtown_filler_16,xcpv_Apartment_Spider,2,25x25,1
-2206,-1758,junk,downtown,remnant_downtown_filler_18,xcpv_City_07_Stallionsden,1,25x25,1
-2206,-1721,junk,downtown,remnant_downtown_filler_28,xcpv_Observatory_NLBlackEagle,1,25x25,1
-2206,-1545,junk,downtown,remnant_downtown_strip_15,xcpv_Shrub_Conservatory_Werewulfen,1,42x42,1
-2206,-1458,junk,downtown,remnant_downtown_filler_06,xcpv_Antenna_BattlePapi,1,25x25,1
-2206,-1421,junk,downtown,rubble_downtown_filler_17,xcpv_Bad_Wolf_Plaza_TehKarmah,0,25x25,1
-2202,2321,redundant,wilderness,ranger_station_01,xcpv_Farmers_Market_01_ZZTong,1,42x42,1
-2192,2741,junk,residential,remnant_house_11,xcpv_Home_DeeJayWon,4,42x42,1
-2188,-1871,redundant,downtown,downtown_filler_05,xcpv_Lot_Vacant_02_ZZTong,0,25x25,1
-2181,-1791,junk,downtown,remnant_downtown_filler_07,xcpv_Assgard_Hardware_Battlepapi,1,25x25,1
-2181,-1766,junk,downtown,remnant_downtown_filler_08,xcpv_Bar_Vittles,1,25x25,1
-2181,-1491,junk,downtown,remnant_downtown_filler_26,xcpv_City_05_Stallionsden,1,25x25,1
-2181,-1466,junk,downtown,rubble_downtown_filler_13,xcpv_Park_Bench_InfectedGaming,0,25x25,1
-2179,2027,junk,wilderness,remnant_oldwest_08,xcpv_Field_Chickens_01_ZZTong,0,25x25,1
-2177,-528,junk,wilderness,remnant_downtown_filler_20,xcpv_Cabin_04_Stallionsden,1,25x25,1
-2173,-1978,redundant,downtown,downtown_filler_06,xcpv_Jail_Break_Pizza_Zeebark,2,25x25,1
-2172,-1721,junk,downtown,remnant_downtown_filler_04,xcpv_ProTech_Cafe_TheStainGaming,2,25x25,1
-2172,-1421,redundant,downtown,downtown_filler_22,xcpv_Kick_Flipz_VoltraLux,1,25x25,1
-2171,-2111,redundant,downtown,downtown_filler_02,xcpv_Lot_Vacant_01_ZZTong,0,25x25,1
-2171,-2086,junk,downtown,remnant_downtown_filler_05,xcpv_Cinema_Zeebark,2,25x25,1
-2171,-2039,junk,downtown,rubble_downtown_filler_25,xcpv_Billboard_OctoberFire,0,25x25,1
-2171,-1679,redundant,downtown,bank_02,xcpv_Key_2_Home_BattlePapi,1,25x25,1
-2171,-1654,junk,downtown,rubble_downtown_filler_20,xcpv_Supermarket_06_Dest_Zyncosa,0,25x25,1
-2171,-1610,junk,downtown,rubble_downtown_filler_16,xcpv_Washington_Cemetery_Double_G,1,25x25,1
-2152,-528,junk,wilderness,remnant_downtown_filler_21,xcpv_Store_XS_07_ZZTong,1,25x25,1
-2146,-1613,junk,downtown,remnant_downtown_filler_20,xcpv_Uptown_Filler_06_LuzipherMST,4,25x25,1
-2145,-1654,junk,downtown,remnant_downtown_filler_19,xcpv_Uptown_Filler_05_LuzipherMST,3,25x25,1
-2145,-1421,redundant,downtown,downtown_filler_11,xcpv_Store_XS_01_ZZTong,1,25x25,1
-2143,-1520,junk,downtown,rubble_downtown_filler_21,xcpv_Water_Tower_Dough,0,25x25,1
-2130,-1479,junk,downtown,remnant_downtown_strip_14,xcpv_Ski_Resort_Bar_NLBlackEagle,1,42x42,1
-2128,-1694,junk,downtown,remnant_downtown_filler_22,xcpv_Uptown_Filler_04_LuzipherMST,3,25x25,1
-2127,-528,junk,wilderness,remnant_downtown_filler_22,xcpv_Bunker_NLBlackEagle,1,25x25,1
-2127,-492,junk,wilderness,remnant_downtown_filler_24,xcpv_Cabin_01_ZZTong,1,25x25,1
-2108,-1421,junk,downtown,rubble_downtown_filler_23,xcpv_Warehouse_05_ZZTong,1,25x25,1
-2104,-1571,junk,downtown,lot_downtown_filler_01,xcpv_Supermarket_06_Zyncosa,0,25x25,1
-2103,-1545,redundant,downtown,downtown_filler_01,xcpv_Food_Store_ActiniumTiger,1,25x25,1
-2103,-1520,redundant,downtown,downtown_filler_15,xcpv_Apartment_03_Stallionsden,3,25x25,1
-2102,-528,junk,wilderness,remnant_downtown_filler_27,xcpv_Speleological_Society_01_ZZTong,3,25x25,1
-2102,-492,junk,wilderness,remnant_downtown_filler_23,xcpv_Store_XS_18_ZZTong,1,25x25,1
-2093,-3300,junk,wilderness,wilderness_filler_13,xcpv_Small_Hive_FNS,4,25x25,1
-2089,-2528,junk,wilderness,remnant_downtown_filler_18,xcpv_Military_Dumpsite_02_Weazelsun,0,25x25,1
-2083,-1421,redundant,downtown,downtown_filler_09,xcpv_Olive_Burgr_WillyBilly,0,25x25,1
-2064,-1481,junk,downtown,remnant_downtown_strip_13,xcpv_Skyscraper_01_ZZTong,5,42x42,1
-2063,-1613,junk,downtown,remnant_downtown_strip_09,xcpv_Skyscraper_Peppino,4,42x42,1
-2063,-1571,junk,downtown,rubble_downtown_filler_22,xcpv_Pet_Salon_Zeebark,1,25x25,1
-2057,-1421,redundant,downtown,downtown_filler_07,xcpv_Seafood_Shop_Guppycur,1,25x25,1
-2022,-1520,redundant,downtown,downtown_filler_05,xcpv_Chicken_Park_01_Weazelsun,0,25x25,1
-2021,-1679,redundant,downtown,downtown_filler_27,xcpv_Zee_Antiques_Zeebark,3,25x25,1
-2021,-1654,junk,downtown,remnant_downtown_filler_02,xcpv_Supermarket_05_Dest_Zyncosa,0,25x25,1
-2021,-1610,junk,downtown,remnant_downtown_filler_17,xcpv_TFP_Remnant_Industrial_04_ZZTong,0,25x25,1
-1995,-1614,junk,downtown,rubble_downtown_filler_03,xcpv_Used_Cars_Vitttles,1,25x25,1
-1992,-3151,redundant,gateway,store_grocery_06,xcpv_Market_Captionrun_Sandmansa,2,60x60,1
-1984,-2634,redundant,wilderness,water_tower_03,xcpv_Ranger_Cabin_Guppycur,0,25x25,1
-1970,-1695,junk,downtown,remnant_downtown_filler_01,xcpv_Nutz_TehKarmah,1,25x25,1
-1970,-1614,junk,downtown,remnant_downtown_filler_23,xcpv_Uptown_Filler_03_LuzipherMST,3,25x25,1
-1970,-1574,redundant,downtown,downtown_filler_30,xcpv_Supermarket_02_Zyncosa,0,25x25,1
-1942,436,redundant,wilderness,downtown_filler_park_05,xcpv_Forest_1_Killerbunny,1,25x25,1
-1929,2395,junk,wilderness,wilderness_filler_17,xcpv_Trailer_04_ZZTong,1,25x25,1
-1917,-2636,junk,wilderness,wilderness_filler_12,xcpv_Small_Bunker_InfectedGaming,2,25x25,1
-1913,-1419,junk,wilderness,wilderness_filler_16,xcpv_Hestias_Hot_Spring_FNS,0,25x25,1
-1882,753,junk,wilderness,wilderness_filler_14,xcpv_Rural_Filler_01_ZZTong,0,25x25,1
-1871,-1660,junk,downtown,remnant_downtown_filler_12,xcpv_Ultrascans_Clinic_AndyRed,1,25x25,1
-1871,-1634,junk,downtown,remnant_downtown_filler_18,xcpv_Pet_Store_Zeebark,1,25x25,1
-1871,-1609,junk,downtown,remnant_downtown_filler_29,xcpv_Pinocchio_Arramus,1,25x25,1
-1871,-1572,junk,downtown,remnant_downtown_filler_07,xcpv_Zee_Plantz_Zeebark,1,25x25,1
-1856,-3266,junk,wilderness,remnant_house_20,xcpv_Bunny_Ranch_Stallionsden,5,60x60,1
-1848,17,junk,wilderness,lot_industrial_07,xcpv_Cabin_02_Stallionsden,1,25x25,1
-1848,46,junk,wilderness,lot_industrial_06,xcpv_Cabin_02_ZZTong,2,25x25,1
-1847,774,junk,wilderness,wilderness_filler_15,xcpv_Ranger_Cabin_Guppycur,0,25x25,1
-1843,-304,junk,industrial,remnant_waste_06,xcpv_Cult_EvilRacc0on,3,42x42,1
-1843,821,junk,wilderness,wilderness_filler_13,xcpv_Research_Station_NLBlackEagle,1,25x25,1
-1841,-47,redundant,wilderness,ranger_station_01,xcpv_Car_Show_01_ZZTong,1,42x42,1
-1834,-2934,junk,countrytown,lot_vacant_01,xcpv_Oldwest_AssayLand_Chaz916Gaming,0,25x25,1
-1831,-436,junk,industrial,lot_industrial_10,xcpv_LittleAsia_Living_House_sm_Magoli,1,25x25,1
-1831,2832,junk,wilderness,lot_industrial_01,xcpv_Site_2_AndyRed,0,25x25,1
-1827,-3192,junk,residential,remnant_house_11,xcpv_House_01_Dest_Nodabba,0,42x42,1
-1826,-339,junk,industrial,lot_industrial_04,xcpv_Lot_Vacant_08_Evilracc0on,1,25x25,1
-1812,132,junk,wilderness,wilderness_filler_02,xcpv_Cabin_03_Stallionsden,0,25x25,1
-1807,-183,junk,wilderness,lot_industrial_18,xcpv_Tank_Mackenziix,0,25x25,1
-1804,577,junk,wilderness,wilderness_filler_02,xcpv_Rural_Filler_04_ZZTong,0,25x25,1
-1800,-945,redundant,wilderness,parking_garage_02,xcpv_Containers_01_ZZTong,1,42x42,1
-1799,-843,redundant,wilderness,parking_garage_01,xcpv_Cave_1_Zyncosa,0,42x42,1
-1787,2861,junk,wilderness,lot_industrial_07,xcpv_Site_5_AndyRed,0,25x25,0
-1786,-236,junk,industrial,lot_industrial_12,xcpv_Store_Set_2_Guppycur,2,25x25,1
-1782,-183,junk,wilderness,lot_industrial_17,xcpv_Field_Mushroom_01_ZZTong,0,25x25,1
-1780,-493,junk,industrial,remnant_burnt_05,xcpv_Community_Hall_Zeebark,1,42x42,1
-1774,362,redundant,wilderness,downtown_filler_park_01,xcpv_Taylors_Camp_Tdestructinator,1,25x25,1
-1765,-1394,redundant,wilderness,utility_celltower_01,xcpv_Field_Aloe_01_ZZTong,0,25x25,1
-1762,2861,junk,wilderness,lot_industrial_07,xcpv_Trailer_03_ZZTong,1,25x25,1
-1759,-329,junk,industrial,remnant_burnt_06,xcpv_County_Jail_Volar,5,42x42,1
-1757,-183,junk,wilderness,lot_industrial_19,xcpv_TFP_Ranger_Station_01_ZZTong,1,25x25,1
-1755,-409,redundant,industrial,parking_lot_03,xcpv_Gun_Mechanic_Baziez,5,42x42,1
-1755,-257,redundant,industrial,gas_station_03,xcpv_Sams_Hardware_HuskyJ1821,2,42x42,1
-1739,-61,junk,wilderness,lot_industrial_20,xcpv_Trailer_01_ZZTong,2,25x25,1
-1732,-183,junk,wilderness,lot_industrial_20,xcpv_Studio_01_ZZTong,0,25x25,1
-1728,-476,junk,industrial,lot_industrial_11,xcpv_Lot_Vacant_07_EvilRacc0on,1,25x25,1
-1722,-3045,junk,countrytown,lot_vacant_02,xcpv_Oldwest_Apothecary_Medusa,1,25x25,1
-1688,-2886,junk,countrytown,lot_industrial_18,xcpv_Oldwest_Boarding_House_Chaz916Gaming,1,25x25,1
-1683,-3034,junk,countrytown,lot_vacant_04,xcpv_Oldwest_Bank_Fire_Chaz916Gaming,2,25x25,1
-1682,-2852,junk,countrytown,remnant_business_06,xcpv_Oldwest_Blacksmith_Zeebark,1,25x25,1
-1680,-2773,junk,countrytown,lot_industrial_19,xcpv_Oldwest_Blain_Metal_Chaz916Gaming,0,25x25,1
-1679,-325,redundant,industrial,parking_lot_01,xcpv_Landscaping_Supplies_Dest_Zyncosa,1,42x42,1
-1654,-241,redundant,industrial,lot_vacant_05,xcpv_State_Penitentiary_Zyncosa,2,42x42,1
-1621,-1439,junk,wilderness,wilderness_filler_02,xcpv_Watch_Tower_1_Fleshus,2,25x25,1
-1618,3433,redundant,wilderness,warehouse_07,xcpv_Farmer_Giles_Arramus,2,42x42,1
-1607,-329,redundant,industrial,industrial_business_08,xcpv_7_Dogs_KillerBee,1,42x42,1
-1598,1588,junk,wilderness,remnant_burnt_01,xcpv_Bunker_2_InfectedGaming,4,42x42,1
-1588,-1554,junk,wilderness,wilderness_filler_08,xcpv_Rural_Filler_02_ZZTong,0,25x25,1
-1586,-1510,junk,wilderness,wilderness_filler_20,xcpv_Wilderness_Filler_01_ZZTong,0,25x25,1
-1586,-1425,junk,wilderness,wilderness_filler_15,xcpv_Wilderness_Filler_02_ZZTong,0,25x25,1
-1586,-281,junk,industrial,lot_industrial_05,xcpv_LittleAsia_Rickshaw_Stand_Komotipanda,0,25x25,1
-1572,-2922,junk,countrytown,lot_industrial_21,xcpv_Oldwest_Band_Stand_Zeebark,0,25x25,1
-1547,-174,junk,wilderness,lot_industrial_09,xcpv_Wilderness_Filler_03_ZZTong,0,25x25,0
-1545,3105,junk,industrial,lot_industrial_06,xcpv_Used_Cars_Vitttles,1,25x25,1
-1544,-2813,junk,residential,remnant_burnt_01,xcpv_House_01_Fortbrick,2,42x42,1
-1538,2029,junk,countryresidential,lot_industrial_15,xcpv_CQC_House_EvilRacc0on,1,25x25,1
-1522,-174,junk,wilderness,lot_industrial_07,xcpv_Zmart_Zeebark,1,25x25,1
-1503,181,junk,wilderness,wilderness_filler_04,xcpv_Field_Fish_01_ZZTong,0,25x25,1
-1501,-318,junk,wilderness,lot_industrial_16,xcpv_Field_Potato_01_ZZTong,0,25x25,1
-1499,-342,junk,wilderness,lot_downtown_filler_01,xcpv_Tower_Fluffy_Panda,1,25x25,1
-1487,-515,junk,wilderness,lot_industrial_15,xcpv_Fire_Watch_Tower_SciFiFlippa,1,25x25,1
-1482,724,junk,wilderness,wilderness_filler_01,xcpv_Rural_Filler_03_ZZTong,0,25x25,1
-1477,-2612,redundant,wilderness,water_tower_03,xcpv_Rural_Filler_03_ZZTong,0,25x25,1
-1473,1949,junk,countryresidential,lot_industrial_11,xcpv_Burnt_Shell_EvilRacc0on,0,25x25,1
-1442,-2259,junk,wilderness,wilderness_filler_04,xcpv_Post_NLBlackEagle,1,25x25,1
-1438,1949,junk,countryresidential,lot_vacant_09,xcpv_Caravan_Vastary,1,25x25,1
-1426,-893,redundant,wilderness,water_tower_03,xcpv_Field_Blueberry_01_ZZTong,0,25x25,1
-1426,-859,redundant,wilderness,water_tower_03,xcpv_Farm_House_15_Oscerc,1,25x25,1
-1414,-826,junk,wilderness,lot_industrial_09,xcpv_Forest_Camp_Officericee,0,25x25,1
-1395,3078,junk,industrial,lot_industrial_07,xcpv_Smoke_Shop_EvilRacc0on,1,25x25,1
-1352,872,junk,wilderness,wilderness_filler_12,xcpv_Rural_Filler_02_ZZTong,0,25x25,1
-1236,3055,junk,wilderness,lot_industrial_06,xcpv_Peggys_Petting_Zoo_FNS,1,25x25,1
-1234,2937,junk,wilderness,lot_industrial_03,xcpv_Mine_Zyncosa,2,25x25,1
-1234,2962,junk,wilderness,lot_industrial_04,xcpv_Oil_Pump_WillyBilly,0,25x25,1
-1234,2987,junk,wilderness,lot_industrial_05,xcpv_Paddys_Pumpkin_Patch_FNS,0,25x25,1
-1223,2771,junk,wilderness,lot_industrial_01,xcpv_Mine_Dest_Zyncosa,1,25x25,1
-1178,-3040,junk,wilderness,wilderness_filler_03,xcpv_Ancient_Apache_Ground_Nauti_Angel,0,25x25,1
-1153,-36,redundant,wilderness,utility_electric_co_01,xcpv_Mass_Grave_EvilRacc0on,0,42x42,1
-1113,2754,junk,wilderness,lot_industrial_15,xcpv_Post_NLBlackEagle,1,25x25,1
-1113,2779,junk,wilderness,lot_industrial_11,xcpv_Potatofield_Oscerc,0,25x25,0
-1104,1659,junk,wilderness,wilderness_filler_19,xcpv_Field_Pumpkin_01_ZZTong,0,25x25,1
-1084,79,junk,wilderness,lot_industrial_15,xcpv_Gas_Station_01_ZZTong,1,25x25,1
-1082,-174,junk,industrial,remnant_industrial_large_01,xcpv_Big_Blue_Box_01_AndyRed,5,100x100,1
-1067,1585,junk,wilderness,lot_downtown_filler_01,xcpv_Stormwater_Detention_Pond_01_ZZTong,0,25x25,1
-1064,28,junk,wilderness,wilderness_filler_03,xcpv_Chicken_Survivor_Site_01_Weazelsun,0,25x25,1
-1054,103,junk,wilderness,lot_industrial_16,xcpv_Cave_05_Fluffy_Panda,0,25x25,1
-1040,-3,junk,wilderness,wilderness_filler_10,xcpv_Cave_03_Fluffy_Panda,0,25x25,1
-1033,1500,junk,wilderness,remnant_hospital_01,xcpv_Abandoned_Shelter_Viper_Seven,2,60x60,1
-1030,52,junk,wilderness,wilderness_filler_15,xcpv_Cave_NAGG,3,25x25,1
-1015,-39,junk,wilderness,lot_industrial_10,xcpv_Field_Corn_01_ZZTong,0,25x25,1
-990,-39,junk,wilderness,lot_industrial_14,xcpv_Paddys_Pumpkin_Patch_FNS,0,25x25,1
-986,14,junk,wilderness,wilderness_filler_14,xcpv_Peggys_Petting_Zoo_FNS,1,25x25,1
-984,68,junk,wilderness,lot_industrial_19,xcpv_Rural_Filler_04_ZZTong,0,25x25,1
-981,102,junk,wilderness,lot_industrial_17,xcpv_Store_XS_17_ZZTong,2,25x25,1
-972,-195,junk,industrial,lot_industrial_10,xcpv_Warehouse_03_ZZTong,2,25x25,1
-970,1127,junk,wilderness,wilderness_filler_19,xcpv_Field_Yucca_01_ZZTong,0,25x25,1
-959,68,junk,wilderness,lot_industrial_20,xcpv_Hunters_Rest_EvilRacc0on,0,25x25,1
-952,-23,junk,wilderness,lot_rural_filler_21,xcpv_Coronado_Lake_Slaan,0,60x60,1
-946,-107,junk,industrial,remnant_business_01,xcpv_Fuel_Depot_Talladaye,3,60x60,1
-946,722,junk,downtown,rubble_downtown_filler_14,xcpv_Store_XS_01_ZZTong,1,25x25,1
-946,769,redundant,downtown,downtown_filler_25,xcpv_Pop_in_Pills_Zeebark,1,25x25,1
-946,828,redundant,downtown,downtown_filler_30,xcpv_Pizza_Time_FNS,0,25x25,1
